tweet_id,tweet_text,tweet_created_at,user_id,user_name,user_screen_name,user_followers_count,user_profile_image
1918032267181461951,"Time for a big shout to @virtuals_io, team based in Malaysia that has envisioned a society of AI agents. Launched last autumn, took the crypto world by storm in a first AI supercycle that took #Virtual to 5$ and 5B FDV mcap.
Now sitting at 1.6$ and on the way straight up to a new",Thu May 01 19:58:22 +0000 2025,1449126541426823169,CryptoAngel,angelottibus,84,https://pbs.twimg.com/profile_images/1749430802595602432/S839o5WO_normal.jpg
1917925990552228349,Specific sikit sis.. tempat indoor terbuka.. jangan outdoor jeballl malaysia is hotttt.. raining n banjir pulakkk nowdaysss...,Thu May 01 12:56:04 +0000 2025,592771473,뉴우지🍚,wz_smile1122,323,https://pbs.twimg.com/profile_images/1491783072580501504/bXmZPj1I_normal.jpg
1917921475056619973,"@KirkegaardEmil Malaysia surprisingly lower than I knew, but this confirms the quality of the old axis powers who, as my history professor noticed: ""took on the world and almost won"".",Thu May 01 12:38:07 +0000 2025,1857175817362538496,Drew,ScalarStorm,35,https://pbs.twimg.com/profile_images/1857175878410571777/8hZyfrYf_normal.png
1917866124198449380,Injap tangki air rosak punca Menara Kinabalu ‘banjir’ #FMTNews #FMTBerita https://t.co/O45EuTylAP,Thu May 01 08:58:10 +0000 2025,102098902,Free Malaysia Today,fmtoday,639405,https://pbs.twimg.com/profile_images/1344518861350084611/WvU7Ou9Q_normal.jpg
1917859460963512541,"🏸#SudirmanCup2025
🇯🇵 #TeamJapan pulls off an epic comeback, topping Group C to storm into the QF.

🙌Olympic bronze medalists Nami Matsuyama/Chiharu Shida edged Pearly Tan/Thinaah Muralitharan🇲🇾 21-18, 18-21, 21-18 to seal a 3-2 thriller over Malaysia.

#Badminton #バドミントン https://t.co/bxV68mgWKR",Thu May 01 08:31:42 +0000 2025,866503271602679811,CGTN Sports Scene,CGTNSportsScene,10981,https://pbs.twimg.com/profile_images/1503012387800059912/V3-h5Yl1_normal.jpg
1917858161840775422,"AMARAN RIBUT PETIR 
(Dikeluarkan pada pukul 3:45 petang, 1 Mei 2025)

Sumber : @metmalaysia 

""Malaysia MADANI""

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #MalaysiaMADANI #TaatSetia #Banjir https://t.co/J9UkWN4gKc",Thu May 01 08:26:32 +0000 2025,704725700,Berita RTM,beritartm,211763,https://pbs.twimg.com/profile_images/1916816008213622784/jXRo1MGX_normal.jpg
1917830266770579775,"Untuk perincian perkembangan ramalan cuaca semasa di seluruh negara.

Kita terus sahaja ke MetMalaysia bersama pegawainya, Ruzamin Pilus.

@mynadma
@APMtwiter
@jkmhq
@RTM_Malaysia
@JPenerangan

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #MalaysiaMADANI #TaatSetia #Cuaca #Banjir https://t.co/kO24o3j5wY",Thu May 01 06:35:41 +0000 2025,704725700,Berita RTM,beritartm,211763,https://pbs.twimg.com/profile_images/1916816008213622784/jXRo1MGX_normal.jpg
1917745734209921516,ANUAR BISING PASAL RUMAH APA HAL PERKARA PERUMAHAN DI KERAJAAN PERPADUAN MADANI MALAYSIA BANJIR,Thu May 01 00:59:47 +0000 2025,1526256690840375296,MOHAMMAD ILHAM,MOHAMMADILHAMI5,50,https://pbs.twimg.com/profile_images/1596759761453662208/kDRosgxe_normal.jpg
1917565985944658253,"S&amp;P 500, Nasdaq futures fall ahead of data storm, megacap earnings #FMTNews #FMTBusiness
https://t.co/yYqeoNCYtp",Wed Apr 30 13:05:32 +0000 2025,102098902,Free Malaysia Today,fmtoday,639405,https://pbs.twimg.com/profile_images/1344518861350084611/WvU7Ou9Q_normal.jpg
1917526051410043021,"@kopipin9 @mkini_bm Punca kenaikan harga makanan di Malaysia termasuk:

1. Inflasi dan penyusutan ringgit meningkatkan kos barang import.
2. Gangguan rantaian bekalan global akibat pandemik dan konflik geopolitik.
3. Perubahan iklim seperti banjir dan kemarau mengurangkan hasil tanaman.
4. Dasar…",Wed Apr 30 10:26:51 +0000 2025,1720665183188922368,Grok,grok,3660248,https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_normal.jpg
1917514676050747676,A Storm in the Tariff Sea: Malaysia and ASEAN's Opportunity Amid U.S.-China Trade Tensions https://t.co/WmuUop3xGn,Wed Apr 30 09:41:39 +0000 2025,780351581879361536,𝖓𝖎𝖓𝖆,omon0no,33,https://pbs.twimg.com/profile_images/1892961201082220545/RyOafdZ5_normal.jpg
1917485482138820967,"AMARAN RIBUT PETIR 
(Dikeluarkan pada pukul 3.30 petang, 30 April 2025)

Sumber : @metmalaysia 

""Malaysia MADANI""

'Yang sahih di Berita RTM'

#RTM #BeritaRTM #MalaysiaMADANI #TaatSetia #Cuaca #Banjir https://t.co/UkN8Ap23Iz",Wed Apr 30 07:45:38 +0000 2025,704725700,Berita RTM,beritartm,211763,https://pbs.twimg.com/profile_images/1916816008213622784/jXRo1MGX_normal.jpg
1917467960043790620,Engkau dah bagi encore sampai banjir ketiak. Tiba tiba tak ada Malaysia 🥲🥲,Wed Apr 30 06:36:01 +0000 2025,1797080302323712000,SN_nnn,SN_nnfn,103,https://pbs.twimg.com/profile_images/1911070914550104064/0BhCuA2r_normal.jpg
